id,marital_status,custody_status,count_prison_stays,time_in_prison,case_m,case_f,case_total,case_hard,case_drug,case_gambling,age_first_offense,count_arrest
5532,Married,Pretrial Defendant,0,,3,0,6,0,0,0,35,1
5533,Single,Jail Inmate,0,,1,0,1,0,0,0,24,1
5534,Single,Jail Inmate,0,,6,3,19,0,0,0,19,15
5535,Single,Jail Inmate,0,,3,9,14,1,1,0,16,9
5536,Single,Pretrial Defendant,0,,0,2,2,1,0,0,42,3
5537,Single,Jail Inmate,0,,4,1,6,1,1,0,16,2
5538,Single,Jail Inmate,0,,6,1,17,0,7,0,15,6
5539,Single,Jail Inmate,0,,23,9,33,0,14,0,23,26
5540,Single,Jail Inmate,0,,5,1,13,0,0,0,19,13
5541,Married,Jail Inmate,0,,1,0,1,0,0,0,41,1
5542,Single,Pretrial Defendant,0,,1,0,1,0,0,0,27,1
5543,Separated,Jail Inmate,0,,11,1,12,0,2,0,37,12
5544,Single,Jail Inmate,0,,1,3,4,1,0,0,18,1
5545,Single,Jail Inmate,0,,6,4,14,0,0,0,19,15
5546,Married,Jail Inmate,0,,1,0,1,0,0,0,54,1
5547,Single,Jail Inmate,2,74356,16,17,43,1,14,0,20,58
5548,Married,Pretrial Defendant,0,,9,2,20,1,0,0,38,12
5549,Single,Jail Inmate,0,,1,2,5,1,0,0,19,3
5550,Single,Jail Inmate,0,,21,12,41,7,6,0,16,42
5551,Married,Jail Inmate,0,,8,13,27,1,9,0,18,24
5552,Married,Jail Inmate,11,897960,18,28,53,0,24,0,20,71
5553,Single,Jail Inmate,0,,0,1,3,0,0,0,18,1
5554,Single,Jail Inmate,2,5432,2,8,13,0,3,0,19,14
5555,Single,Jail Inmate,0,,6,2,18,1,2,0,18,9
5556,Single,Jail Inmate,9,164650,14,28,44,5,21,0,17,50
5557,Single,Jail Inmate,0,,4,0,4,0,0,0,49,1
5558,Single,Jail Inmate,0,,2,0,2,0,0,0,21,1
5559,Divorced,Jail Inmate,0,,1,0,1,0,0,0,54,1
5560,Single,Jail Inmate,0,,1,1,5,0,0,0,49,2
5561,Married,Jail Inmate,0,,0,1,2,1,0,0,27,1
5562,Married,Jail Inmate,0,,2,0,2,0,0,0,30,2
5563,Single,Jail Inmate,0,,1,1,2,0,1,0,30,2
5564,Single,Jail Inmate,0,,14,5,45,0,5,0,25,8
5565,Single,Jail Inmate,0,,1,0,2,0,0,0,38,0
5566,Single,Jail Inmate,0,,15,22,41,5,0,0,14,2
5567,Single,Jail Inmate,0,,0,2,2,0,0,0,31,1
5568,Single,Pretrial Defendant,9,49997,2,12,14,0,11,0,39,17
5569,Married,Jail Inmate,0,,1,0,9,0,0,0,53,1
5570,Single,Jail Inmate,0,,2,1,5,0,0,0,26,3
5571,Single,Pretrial Defendant,0,,3,19,27,3,1,0,18,54
5572,Single,Jail Inmate,0,,5,2,7,0,2,0,27,7
5573,Married,Jail Inmate,0,,2,1,3,0,0,0,28,6
5574,Single,Jail Inmate,0,,7,2,9,0,1,0,23,8
5575,Single,Jail Inmate,0,,10,10,29,2,0,0,18,17
5576,Single,Pretrial Defendant,0,,17,7,39,1,6,0,18,26
5577,Single,Pretrial Defendant,5,44480,15,10,33,3,11,0,21,40
5578,Single,Jail Inmate,0,,14,9,46,1,1,0,15,15
5579,Single,Jail Inmate,1,16412,5,12,24,0,7,0,27,22
5580,Single,Jail Inmate,0,,3,1,8,0,1,0,25,4
5581,Single,Jail Inmate,0,,5,4,10,0,0,0,36,11
5582,Single,Jail Inmate,2,11125,9,10,23,2,12,0,25,25
5583,Single,Jail Inmate,4,110313,15,4,31,0,5,0,24,32
5584,Single,Jail Inmate,3,55536,16,14,36,2,12,0,25,39
5585,Single,Pretrial Defendant,0,,6,2,11,0,1,0,29,4
5586,Single,Jail Inmate,1,5175,6,5,21,1,2,0,18,9
5587,Single,Jail Inmate,0,,3,1,9,0,4,0,21,4
5588,Single,Jail Inmate,0,,0,3,3,1,0,0,18,3
5589,Single,Jail Inmate,0,,1,3,5,0,0,0,35,0
5590,Single,Jail Inmate,0,,2,0,5,0,1,0,25,2
5591,Single,Jail Inmate,0,,15,7,28,1,7,0,18,26
5592,Married,Jail Inmate,0,,15,7,43,0,2,0,18,14
5593,Single,Jail Inmate,0,,9,1,10,3,1,0,22,9
5594,Single,Jail Inmate,0,,5,3,9,1,1,0,18,6
5595,Single,Pretrial Defendant,0,,2,0,2,0,0,0,40,2
5596,Single,Jail Inmate,0,,2,1,3,0,2,0,22,3
5597,Single,Pretrial Defendant,0,,1,3,4,0,0,0,34,4
5598,Single,Jail Inmate,0,,0,2,2,1,0,0,23,0
5599,Separated,Pretrial Defendant,0,,1,0,1,0,0,0,24,1
5600,Single,Jail Inmate,0,,2,0,7,0,0,0,21,1
5601,Married,Pretrial Defendant,0,,1,1,5,0,0,0,53,2
5601,Single,Jail Inmate,0,,1,1,5,0,0,0,53,2
5602,Single,Pretrial Defendant,0,,1,4,9,1,3,0,18,5
5603,Single,Pretrial Defendant,0,,3,2,14,0,1,0,23,2
5604,Single,Jail Inmate,0,,9,3,21,1,2,0,19,7
5605,Single,Jail Inmate,0,,1,3,13,0,0,0,32,3
5606,Single,Jail Inmate,0,,2,1,11,0,0,0,18,6
5607,Single,Pretrial Defendant,0,,1,2,14,0,2,0,18,5
5608,Single,Pretrial Defendant,0,,0,0,1,0,0,0,19,0
5609,Divorced,Jail Inmate,0,,12,17,32,5,0,0,31,39
5610,Married,Jail Inmate,0,,,,,,,,,0
5611,Single,Jail Inmate,0,,13,7,24,1,1,0,19,18
5612,Single,Pretrial Defendant,7,58548,5,14,26,7,5,0,18,17
5613,Single,Jail Inmate,0,,3,0,14,0,0,0,50,3
5614,Single,Jail Inmate,0,,7,4,24,0,0,0,18,9
5615,Married,Jail Inmate,0,,,,,,,,,0
5616,Married,Jail Inmate,0,,0,5,9,1,4,0,29,5
5617,Married,Jail Inmate,1,2615,1,2,5,1,0,0,40,5
5618,Single,Jail Inmate,0,,2,0,3,0,0,0,42,1
5619,Single,Jail Inmate,0,,2,6,8,2,0,0,18,4
5620,Single,Pretrial Defendant,0,,11,11,35,2,3,0,17,35
5621,Single,Jail Inmate,0,,4,10,15,11,1,0,43,14
5622,Single,Jail Inmate,7,49192,2,5,12,1,0,0,24,8
5623,Single,Jail Inmate,0,,3,0,3,0,0,0,30,2
5624,Single,Jail Inmate,0,,3,1,7,0,2,0,22,4
5625,Single,Jail Inmate,0,,2,1,6,0,0,0,36,3
5626,Single,Jail Inmate,0,,10,3,15,0,2,0,20,14
5627,Single,Jail Inmate,1,5280,6,10,18,2,3,0,19,15
5628,Single,Jail Inmate,0,,1,1,2,1,0,0,36,2
5629,Separated,Jail Inmate,0,,1,0,2,0,0,0,51,1
5630,Single,Jail Inmate,0,,,,,,,,,0
5631,Married,Pretrial Defendant,0,,1,0,1,0,0,0,33,1
5632,Divorced,Jail Inmate,0,,10,4,19,0,4,0,31,11
5633,Single,Jail Inmate,0,,3,0,3,0,0,0,34,3
5634,Married,Jail Inmate,0,,1,2,3,0,0,0,36,3
5635,Divorced,Pretrial Defendant,0,,1,2,5,0,2,0,45,3
5636,Single,Jail Inmate,1,2780,10,13,25,3,3,0,20,20
5637,Separated,Jail Inmate,0,,2,0,4,0,0,0,55,1
5638,Single,Jail Inmate,0,,5,0,8,1,0,0,30,1
5639,Single,Jail Inmate,0,,8,2,33,1,1,0,35,4
5640,Single,Jail Inmate,0,,1,0,1,0,0,0,19,1
5641,Single,Jail Inmate,5,335808,21,18,56,3,4,0,17,44
5642,Significant Other,Jail Inmate,0,,,,,,,,,0
5643,Single,Jail Inmate,0,,1,1,4,0,1,0,33,4
5644,Single,Jail Inmate,0,,0,2,2,0,0,0,43,0
5645,Single,Jail Inmate,0,,,,,,,,,0
5646,Single,Jail Inmate,0,,14,5,22,1,2,0,19,7
5647,Single,Pretrial Defendant,0,,3,0,9,0,0,0,36,3
5648,Married,Jail Inmate,0,,9,0,20,0,2,0,18,15
5649,Married,Pretrial Defendant,0,,2,5,8,1,3,0,25,11
5650,Single,Jail Inmate,0,,6,3,19,1,2,0,18,10
5651,Single,Jail Inmate,1,10803,13,4,28,1,0,0,25,39
5652,Significant Other,Jail Inmate,0,,5,4,13,1,0,0,26,5
5653,Single,Jail Inmate,1,4279,4,8,22,1,6,0,21,11
5654,Single,Jail Inmate,1,578,1,1,2,0,0,0,39,2
5655,Single,Jail Inmate,0,,1,0,1,0,0,0,23,2
5656,Single,Jail Inmate,1,8428,28,12,66,3,1,0,15,28
5657,Single,Jail Inmate,1,28749,15,13,32,1,9,0,19,21
5658,Single,Jail Inmate,0,,6,1,16,0,0,0,18,6
5659,Single,Pretrial Defendant,0,,1,0,1,0,0,0,32,1
5660,Single,Jail Inmate,0,,1,2,6,0,0,0,34,2
5661,Single,Jail Inmate,2,66528,27,21,65,0,13,0,15,84
5662,Married,Jail Inmate,0,,14,2,31,0,0,0,20,9
5663,Single,Pretrial Defendant,0,,2,3,18,0,2,0,19,4
5664,Single,Jail Inmate,0,,1,4,14,1,2,0,23,6
5665,Divorced,Pretrial Defendant,0,,4,3,13,1,1,0,34,20
5666,Married,Jail Inmate,0,,3,6,10,1,1,0,19,11
5667,Single,Jail Inmate,1,57508,8,9,26,4,6,0,18,25
5668,Single,Jail Inmate,0,,3,5,18,1,2,0,31,14
5669,Single,Jail Inmate,0,,26,10,60,0,16,0,24,38
5670,Single,Pretrial Defendant,0,,5,17,22,3,0,0,16,0
5671,Single,Jail Inmate,0,,2,7,26,0,8,0,18,12
5672,Divorced,Jail Inmate,0,,1,0,3,0,0,0,32,1
5673,Single,Jail Inmate,1,6600,10,14,31,0,15,0,19,25
5674,Married,Jail Inmate,0,,1,0,3,0,0,0,12,1
5675,Significant Other,Jail Inmate,0,,11,4,20,1,3,0,24,4
5676,Single,Jail Inmate,0,,1,0,1,0,0,0,19,1
5677,Single,Jail Inmate,1,7242,20,7,34,0,0,0,45,34
5678,Single,Jail Inmate,4,104858,7,22,29,2,6,0,15,37
5679,Single,Jail Inmate,0,,4,4,9,1,2,0,18,12
5680,Single,Jail Inmate,0,,11,7,20,2,2,0,23,12
5681,Single,Jail Inmate,2,38830,4,9,15,2,4,0,18,12
5682,Single,Jail Inmate,0,,1,0,5,0,0,0,17,1
5683,Single,Jail Inmate,0,,1,0,1,0,0,0,32,0
5684,Single,Jail Inmate,0,,1,2,15,0,2,0,19,3
5685,Married,Jail Inmate,0,,4,1,8,0,0,0,31,8
5686,Married,Pretrial Defendant,0,,1,0,4,0,0,0,41,1
5687,Single,Jail Inmate,2,8202,2,4,6,1,0,0,31,3
5688,Single,Jail Inmate,3,17355,4,6,10,2,0,0,26,15
5689,Single,Pretrial Defendant,0,,1,1,3,1,0,0,20,1
5690,Single,Jail Inmate,0,,,,,,,,,0
5691,Single,Pretrial Defendant,0,,1,0,1,0,0,0,23,1
5692,Married,Jail Inmate,0,,3,0,11,0,0,0,33,1
5693,Single,Jail Inmate,4,197496,8,20,28,6,1,0,15,36
5694,Single,Jail Inmate,0,,0,4,4,0,0,0,40,4
5695,Separated,Jail Inmate,0,,9,0,12,0,0,0,60,11
5696,Single,Pretrial Defendant,0,,5,3,11,2,0,0,23,5
5697,Single,Jail Inmate,0,,2,0,2,0,0,0,20,2
5698,Single,Jail Inmate,0,,2,0,4,0,0,0,30,0
5699,Divorced,Jail Inmate,0,,1,1,5,0,0,0,35,2
5700,Single,Pretrial Defendant,0,,12,6,30,0,14,0,19,12
5701,Single,Jail Inmate,0,,5,1,6,0,2,0,18,5
5702,Single,Jail Inmate,0,,2,2,10,0,0,0,21,8
5703,Single,Pretrial Defendant,0,,1,1,5,0,0,0,45,2
5704,Single,Jail Inmate,0,,3,0,6,0,0,0,29,1
5705,Single,Residential Program,0,,3,2,8,2,0,0,25,3
5706,Single,Jail Inmate,0,,2,0,2,0,0,0,42,2
5707,Divorced,Pretrial Defendant,1,7800,5,7,13,1,4,0,35,15
5708,Single,Jail Inmate,0,,4,5,17,3,3,0,18,12
5709,Significant Other,Jail Inmate,0,,0,1,5,1,0,0,24,0
5710,Single,Jail Inmate,0,,3,1,20,0,0,0,21,9
5711,Single,Jail Inmate,0,,1,13,14,4,0,0,32,4
5712,Single,Pretrial Defendant,0,,1,2,4,0,1,0,25,6
5713,Single,Jail Inmate,0,,5,3,9,1,1,0,18,4
5714,Significant Other,Jail Inmate,0,,5,2,11,0,0,0,17,8
5715,Single,Jail Inmate,0,,0,2,2,1,0,0,22,2
5716,Single,Jail Inmate,0,,7,1,9,1,2,0,21,6
5717,Single,Jail Inmate,0,,3,1,6,0,0,0,25,3
5718,Single,Jail Inmate,0,,0,0,1,0,0,0,18,0
5719,Single,Jail Inmate,0,,3,1,18,0,0,0,17,2
5720,Single,Jail Inmate,0,,,,,,,,,0
5721,Single,Jail Inmate,0,,,,,,,,,0
5722,Single,Jail Inmate,0,,6,16,34,0,14,0,18,29
5723,Single,Jail Inmate,0,,7,0,7,1,0,0,18,4
5724,Single,Jail Inmate,0,,3,0,4,0,0,0,51,4
5725,Single,Jail Inmate,0,,5,4,11,0,5,0,17,3
5726,Divorced,Jail Inmate,0,,5,0,10,0,0,0,41,2
5726,Single,Jail Inmate,0,,5,0,10,0,0,0,41,6
5727,Divorced,Jail Inmate,0,,27,10,53,2,0,0,20,66
5728,Single,Jail Inmate,0,,0,1,4,0,0,0,20,1
5729,Single,Jail Inmate,0,,5,2,9,1,1,0,17,3
5730,Single,Jail Inmate,4,247324,32,26,67,2,16,0,16,77
5731,Single,Pretrial Defendant,0,,14,4,29,2,1,0,18,24
5732,Single,Jail Inmate,0,,6,7,13,0,5,0,30,1
5733,Single,Jail Inmate,0,,0,1,1,1,0,0,21,1
5734,Single,Jail Inmate,0,,2,0,2,0,0,0,18,3
5735,Single,Jail Inmate,0,,2,3,7,0,0,0,39,4
5736,Married,Jail Inmate,0,,1,0,6,0,0,0,25,0
5737,Single,Jail Inmate,0,,1,1,7,0,0,0,26,2
5738,Single,Jail Inmate,0,,4,1,7,0,0,0,47,5
5739,Single,Pretrial Defendant,0,,3,3,8,0,4,0,30,4
5740,Single,Jail Inmate,0,,13,5,37,2,5,0,20,14
5741,Single,Jail Inmate,0,,1,0,10,0,0,0,21,1
5742,Single,Jail Inmate,0,,1,1,8,0,0,0,27,2
5743,Single,Pretrial Defendant,0,,2,0,5,0,0,0,45,4
5744,Single,Jail Inmate,0,,3,0,3,0,0,0,42,3
5745,Single,Jail Inmate,0,,5,1,10,1,0,0,23,6
5746,Single,Pretrial Defendant,0,,0,4,5,4,0,0,21,4
5747,Married,Jail Inmate,0,,1,0,1,0,0,0,51,1
5748,Single,Jail Inmate,0,,9,8,34,3,2,0,17,4
5749,Significant Other,Jail Inmate,0,,12,1,64,0,3,0,20,14
5750,Single,Jail Inmate,3,46260,11,22,39,2,11,0,24,36
5750,Single,Pretrial Defendant,3,44975,11,22,39,2,11,0,24,35
5751,Single,Jail Inmate,0,,,,,,,,,0
5752,Single,Pretrial Defendant,0,,0,2,2,0,0,0,18,2
5753,Single,Jail Inmate,0,,3,0,5,0,0,0,27,4
5754,Single,Jail Inmate,0,,27,4,57,0,5,0,24,25
5755,Single,Jail Inmate,0,,1,1,3,1,0,0,54,1
5756,Single,Jail Inmate,0,,10,5,22,0,3,0,23,26
5757,Single,Jail Inmate,0,,2,0,17,0,0,0,21,1
5758,Widowed,Jail Inmate,0,,9,5,17,1,0,0,23,12
5759,Single,Jail Inmate,0,,2,3,7,2,0,0,24,7
5760,Single,Jail Inmate,0,,2,0,4,0,0,0,36,3
5761,Single,Jail Inmate,0,,0,2,2,0,0,0,35,1
5762,Single,Jail Inmate,0,,6,1,14,1,0,0,31,6
5763,Single,Jail Inmate,0,,1,1,2,0,0,0,27,0
5764,Single,Pretrial Defendant,0,,0,1,1,1,0,0,38,1
5765,Single,Jail Inmate,0,,21,23,55,9,9,0,17,45
5766,Single,Jail Inmate,3,13497,6,3,10,0,3,0,19,11
5767,Single,Pretrial Defendant,0,,1,0,3,0,0,0,29,3
5768,Single,Jail Inmate,0,,12,8,20,2,13,0,35,23
5769,Married,Jail Inmate,0,,2,0,4,0,0,0,25,1
5770,Single,Pretrial Defendant,0,,11,3,16,1,2,0,22,12
5771,Single,Jail Inmate,0,,1,1,2,0,0,0,21,2
5772,Single,Pretrial Defendant,0,,7,9,16,2,2,0,18,16
5773,Single,Jail Inmate,0,,2,1,6,0,0,0,21,2
5774,Married,Jail Inmate,0,,2,1,3,0,0,0,44,3
5775,Single,Jail Inmate,0,,1,4,8,0,2,0,19,14
5776,Single,Jail Inmate,0,,1,1,4,0,0,0,22,2
5777,Single,Jail Inmate,0,,2,0,2,0,0,0,37,2
5778,Single,Jail Inmate,0,,11,2,15,1,0,0,17,1
5779,Single,Jail Inmate,2,30328,7,8,17,3,2,0,17,17
5780,Single,Jail Inmate,0,,11,2,33,1,2,0,18,8
5781,Single,Jail Inmate,0,,0,4,4,2,0,0,29,4
5782,Single,Jail Inmate,0,,2,7,9,0,6,0,21,7
5783,Single,Jail Inmate,0,,2,3,10,0,2,0,28,5
5784,Single,Jail Inmate,0,,7,1,11,0,1,0,18,4
5785,Single,Jail Inmate,0,,0,1,3,1,0,0,29,1
5786,Single,Jail Inmate,0,,1,0,1,0,0,0,24,1
5787,Divorced,Jail Inmate,0,,1,0,1,0,0,0,44,0
5788,Single,Jail Inmate,0,,1,2,5,2,0,0,32,3
5789,Divorced,Jail Inmate,0,,1,0,1,0,0,0,51,1
5790,Single,Pretrial Defendant,0,,6,2,13,0,5,0,22,8
5791,Single,Jail Inmate,0,,2,1,3,0,2,0,20,3
5792,Single,Pretrial Defendant,0,,2,0,14,1,0,0,28,1
5793,Single,Jail Inmate,0,,3,4,9,1,2,0,30,3
5794,Single,Jail Inmate,0,,2,0,5,0,0,0,27,0
5795,Single,Jail Inmate,0,,1,0,4,0,0,0,20,1
5796,Single,Pretrial Defendant,0,,0,1,2,0,1,0,36,2
5797,Single,Jail Inmate,0,,10,7,17,0,5,0,32,19
5798,Single,Pretrial Defendant,1,3195,2,2,4,2,0,0,44,5
5799,Single,Jail Inmate,0,,8,4,12,0,1,0,18,7
5800,Single,Pretrial Defendant,0,,9,0,16,0,0,0,26,4
5801,Single,Jail Inmate,0,,7,7,33,2,6,0,22,17
5802,Significant Other,Jail Inmate,1,3270,0,5,6,0,0,0,22,6
5803,Single,Jail Inmate,9,383680,17,30,52,6,16,0,23,64
5804,Single,Jail Inmate,0,,11,12,35,5,1,0,13,21
5805,Married,Pretrial Defendant,0,,,,,,,,,0
5806,Single,Jail Inmate,0,,4,7,21,2,0,0,21,7
5807,Single,Pretrial Defendant,0,,0,1,1,1,0,0,37,2
5808,Married,Jail Inmate,1,13962,6,12,31,2,2,0,21,26
5809,Married,Jail Inmate,6,163458,13,27,58,3,13,0,17,54
5810,Single,Jail Inmate,0,,13,2,24,0,6,0,19,9
5811,Single,Jail Inmate,0,,1,6,7,2,3,0,19,3
5812,Married,Jail Inmate,3,50832,2,4,19,0,4,0,18,9
5813,Divorced,Jail Inmate,0,,2,7,9,1,1,0,41,4
5814,Single,Jail Inmate,0,,4,1,5,0,0,0,39,3
5815,Single,Jail Inmate,0,,1,0,1,0,0,0,39,1
5816,Single,Jail Inmate,0,,4,5,13,1,0,0,16,5
5817,Single,Jail Inmate,0,,2,0,2,0,0,0,22,1
5818,Single,Jail Inmate,0,,1,1,4,0,0,0,20,1
5819,Significant Other,Pretrial Defendant,0,,,,,,,,,0
5820,Single,Jail Inmate,0,,5,17,43,1,0,0,18,8
5821,Single,Jail Inmate,0,,4,2,6,1,0,0,27,4
5822,Divorced,Jail Inmate,0,,1,0,3,0,0,0,34,1
5823,Single,Pretrial Defendant,0,,1,0,4,0,0,0,29,1
5824,Separated,Jail Inmate,0,,1,0,1,0,0,0,26,0
5825,Single,Jail Inmate,0,,11,13,30,5,2,0,19,17
5826,Unknown,Jail Inmate,0,,0,1,6,0,0,0,38,0
5827,Single,Jail Inmate,0,,6,0,8,0,4,0,19,3
5828,Single,Jail Inmate,0,,12,5,20,1,0,0,23,19
5829,Single,Jail Inmate,0,,5,0,13,0,2,0,16,0
5830,Single,Pretrial Defendant,0,,3,3,16,1,2,0,18,7
5831,Single,Jail Inmate,0,,1,1,5,1,0,0,17,1
5832,Single,Pretrial Defendant,0,,0,1,1,0,0,0,41,2
5833,Single,Jail Inmate,0,,3,2,12,0,0,0,24,3
5834,Single,Jail Inmate,0,,0,0,1,0,0,0,48,0
5835,Married,Jail Inmate,0,,5,0,13,0,0,0,51,1
5836,Single,Jail Inmate,0,,8,0,26,0,4,0,17,1
5837,Single,Pretrial Defendant,0,,2,0,18,0,0,0,28,2
5838,Single,Jail Inmate,0,,2,0,13,0,0,0,28,0
5839,Single,Jail Inmate,0,,8,2,26,0,1,0,25,16
5840,Single,Pretrial Defendant,0,,1,2,3,1,0,0,23,3
5841,Married,Jail Inmate,0,,2,0,4,0,1,0,24,4
5842,Single,Jail Inmate,3,50388,20,10,49,1,6,0,17,57
5843,Divorced,Jail Inmate,0,,0,1,1,1,0,0,37,0
5844,Single,Jail Inmate,0,,2,5,18,0,0,0,17,11
5845,Single,Pretrial Defendant,0,,1,0,1,0,0,0,31,1
5846,Single,Pretrial Defendant,0,,3,1,4,1,1,0,20,3
5847,Single,Pretrial Defendant,0,,0,1,3,0,0,0,28,1
5848,Single,Jail Inmate,0,,,,,,,,,0
5849,Single,Jail Inmate,0,,1,0,1,0,0,0,26,0
5850,Married,Jail Inmate,0,,6,0,11,0,0,0,20,3
5851,Significant Other,Jail Inmate,0,,18,6,47,0,4,0,21,24
5852,Separated,Jail Inmate,0,,0,3,3,0,3,0,52,3
5853,Single,Jail Inmate,0,,2,1,4,1,0,0,25,2
5854,Single,Jail Inmate,0,,1,0,6,0,1,0,23,1
5855,Single,Jail Inmate,0,,1,5,8,2,0,0,16,5
5856,Single,Jail Inmate,4,84240,30,13,67,2,8,0,14,45
5857,Single,Jail Inmate,0,,3,1,9,0,3,0,18,0
5858,Single,Jail Inmate,0,,1,0,5,0,0,0,18,0
5859,Single,Jail Inmate,0,,2,2,4,0,0,0,45,4
5860,Single,Jail Inmate,0,,2,1,3,0,2,0,50,3
5861,Single,Jail Inmate,0,,7,13,28,0,5,0,20,7
5862,Single,Jail Inmate,8,9842,,,,,,,,0
5863,Single,Jail Inmate,0,,13,19,39,10,0,0,44,20
5864,Single,Jail Inmate,0,,2,5,22,2,1,0,18,9
5865,Single,Pretrial Defendant,0,,3,3,8,0,1,0,20,7
5866,Single,Pretrial Defendant,0,,4,5,11,0,0,0,17,8
5867,Married,Pretrial Defendant,0,,1,0,2,0,0,0,28,1
5867,Significant Other,Pretrial Defendant,0,,1,0,2,0,0,0,28,1
5868,Widowed,Pretrial Defendant,8,128288,10,25,35,12,1,0,24,38
5869,Single,Jail Inmate,0,,6,4,14,1,8,0,16,14
5870,Married,Jail Inmate,0,,1,0,6,0,0,0,36,1
5871,Single,Jail Inmate,0,,0,6,10,0,0,0,47,0
5872,Married,Jail Inmate,3,107801,6,12,18,7,3,0,21,23
5873,Married,Jail Inmate,1,33176,20,12,43,1,7,0,18,52
5874,Married,Jail Inmate,0,,0,2,2,2,0,0,41,2
5875,Single,Jail Inmate,0,,2,0,10,0,1,0,20,1
5876,Single,Pretrial Defendant,0,,0,3,15,1,0,0,31,4
5877,Single,Jail Inmate,1,9309,13,5,31,1,1,0,17,29
5878,Single,Jail Inmate,0,,7,5,15,1,8,0,24,21
5879,Widowed,Jail Inmate,0,,1,2,3,0,1,0,32,2
5880,Single,Jail Inmate,0,,1,1,4,0,0,0,23,3
5881,Single,Jail Inmate,0,,0,1,1,0,1,0,22,1
5882,Single,Jail Inmate,0,,2,2,4,0,4,0,43,2
5883,Single,Jail Inmate,0,,9,7,22,1,3,0,21,7
5884,Married,Jail Inmate,0,,,,,,,,,0
5885,Single,Pretrial Defendant,0,,2,3,5,1,0,0,33,3
5886,Unknown,Jail Inmate,0,,1,0,1,0,0,0,50,0
5887,Single,Jail Inmate,0,,6,2,10,0,2,0,22,7
5888,Married,Jail Inmate,0,,2,0,7,0,0,0,25,7
5889,Single,Jail Inmate,0,,3,2,6,1,2,0,36,9
5890,Single,Jail Inmate,0,,2,0,3,0,0,0,25,1
5891,Single,Jail Inmate,0,,0,2,3,0,0,0,39,2
5892,Single,Pretrial Defendant,0,,0,3,3,2,0,0,18,1
5893,Single,Jail Inmate,0,,7,0,10,0,1,0,17,6
5894,Single,Jail Inmate,0,,2,3,5,0,0,0,33,5
5895,Single,Jail Inmate,0,,4,1,7,0,4,0,19,0
5896,Single,Pretrial Defendant,1,33500,10,5,25,2,0,0,18,25
5897,Divorced,Jail Inmate,0,,6,8,25,1,3,0,42,20
5898,Single,Jail Inmate,0,,2,0,2,0,0,0,21,2
5899,Single,Jail Inmate,0,,1,1,7,0,0,0,31,4
5900,Married,Pretrial Defendant,0,,4,5,18,1,0,0,25,6
5901,Single,Jail Inmate,0,,14,4,20,1,0,0,18,6
5902,Single,Prison Inmate,0,,3,12,15,3,1,0,16,10
5903,Single,Jail Inmate,1,2136,2,4,6,0,0,0,23,8
5904,Single,Jail Inmate,1,9975,11,10,29,5,0,0,20,21
5905,Single,Jail Inmate,2,46020,8,25,37,14,6,0,23,20
5906,Single,Jail Inmate,1,2288,3,3,16,0,0,0,19,8
5907,Single,Jail Inmate,0,,16,9,42,0,8,0,19,49
5908,Single,Pretrial Defendant,0,,3,1,12,1,1,0,21,2
5909,Single,Jail Inmate,0,,9,5,17,1,4,0,18,14
5910,Unknown,Jail Inmate,8,151032,14,22,36,0,6,0,25,31
5911,Significant Other,Jail Inmate,4,33110,11,7,20,1,1,0,17,22
5912,Divorced,Pretrial Defendant,0,,0,3,6,2,0,0,37,3
5913,Unknown,Jail Inmate,1,2744,7,2,9,1,0,0,33,8
5914,Single,Jail Inmate,0,,2,2,6,0,2,0,19,2
5915,Single,Jail Inmate,0,,2,1,3,0,2,0,20,2
5916,Single,Jail Inmate,1,12792,28,7,52,2,10,0,18,52
5917,Single,Jail Inmate,0,,3,1,5,0,0,0,27,4
5918,Single,Pretrial Defendant,0,,8,0,8,0,0,0,31,8
5919,Single,Jail Inmate,0,,,,,,,,,0
5920,Divorced,Jail Inmate,0,,,,,,,,,0
5921,Single,Jail Inmate,0,,5,3,11,0,0,0,43,11
5922,Single,Jail Inmate,0,,0,1,1,0,0,0,41,1
5923,Single,Jail Inmate,0,,3,2,13,0,0,0,20,4
5924,Single,Pretrial Defendant,0,,8,4,25,0,4,0,20,19
5925,Single,Jail Inmate,0,,0,1,4,0,0,0,57,1
5926,Married,Jail Inmate,0,,4,0,4,0,0,0,46,0
5927,Single,Pretrial Defendant,0,,4,1,11,0,5,0,17,7
5928,Married,Pretrial Defendant,0,,0,2,6,0,0,0,45,1
5929,Single,Jail Inmate,0,,6,1,17,2,1,0,18,5
5930,Single,Jail Inmate,0,,3,2,5,0,1,0,32,1
5931,Significant Other,Jail Inmate,0,,1,2,3,1,2,0,23,6
5932,Single,Pretrial Defendant,0,,4,5,9,0,2,0,28,6
5933,Single,Pretrial Defendant,0,,7,2,9,1,1,0,43,2
5934,Single,Jail Inmate,0,,3,1,7,0,0,0,18,0
5935,Single,Jail Inmate,0,,6,5,13,0,0,0,20,3
5936,Single,Jail Inmate,2,4632,1,0,1,0,0,0,42,1
5937,Married,Jail Inmate,0,,1,2,4,1,0,0,24,0
5938,Married,Jail Inmate,0,,8,0,11,0,0,0,19,6
5939,Single,Jail Inmate,0,,1,2,8,0,1,0,25,6
5940,Single,Pretrial Defendant,0,,1,1,3,0,0,0,49,2
5941,Single,Jail Inmate,0,,9,12,27,4,1,0,13,38
