"case_number","case_total","case_m","case_f","case_gambling","case_hard","case_drugs"
"11038886TC10A",9,6,1,0,1,1
"11038894TC10A",12,4,3,0,1,0
"11038895TC10A",7,3,0,0,0,0
"11038919TC10A",15,3,2,0,0,2
"11039103TC10A",19,6,3,0,2,0
"11039300TC20A",0,0,0,0,0,0
"11039377TC10A",15,8,0,0,0,0
"11039385TC10A",25,12,3,0,0,0
"11039386TC10A",0,0,0,0,0,0
"11039692TC10A",3,1,0,0,0,0
"11040014TC10A",0,0,0,0,0,0
"11040029TC10A",4,1,0,0,0,0
"11040039TC10A",18,5,0,0,0,0
"11040072TC10A",23,0,20,0,5,2
"11040111TC10A",0,0,0,0,0,0
"11040142TC40A",9,5,1,0,1,0
"11040164TC40A",1,0,0,0,0,0
"11040173TC40A",31,11,9,0,1,3
"11040199TC40A",10,0,0,0,0,0
"11040200TC40A",12,1,0,0,0,0
"11040274TC20A",4,1,0,0,0,0
"11040437TC10A",11,8,0,0,0,0
"11040694TC10A",10,2,5,0,0,4
"11040718TC10A",10,0,10,0,1,0
"11040726TC10A",19,9,7,0,1,7
"11040883TC10A",18,2,11,0,2,2
"11040903TC10A",9,3,0,0,0,0
"11041136TC20A",16,4,0,0,0,1
"11041256TC10A",13,1,0,0,0,0
"11041259TC10A",5,1,1,0,1,0
"11041304TC10A",6,1,0,0,0,0
"11041311TC10A",11,3,0,0,0,0
"11041337TC10A",24,6,1,0,0,0
"11041360TC40A",1,1,0,0,0,0
"11041376TC10A",4,0,2,0,0,0
"11041430TC10A",27,8,8,0,2,4
"11041581TI20A",8,2,0,0,0,0
"11041618TC10A",3,0,0,0,0,0
"11041645TC10A",2,1,0,0,0,0
"11041892TC10A",0,0,0,0,0,0
"11042102TC10A",6,2,1,0,0,3
"11042109TC40A",1,1,0,0,0,0
"11042354TC10A",13,2,2,0,0,3
"11042360TC10A",37,18,7,0,3,0
"11042478TC20A",68,38,0,0,0,0
"11042528TC10A",0,0,0,0,0,0
"11042532TC10A",12,5,1,0,0,3
"11042581TC30A",9,5,0,0,0,0
"11042592TC10A",4,1,0,0,0,0
"11042610TC10A",43,21,7,0,3,0
"11042618TC10A",29,14,11,0,3,2
"11042622TC10A",13,3,4,0,0,2
"11042626TC10A",21,2,0,0,0,0
"11042656TC10A",26,6,4,0,1,5
"11042696TC10A",47,26,8,0,1,13
"11042700TC10A",22,10,3,0,1,1
"11043040TC30A",9,0,0,0,0,0
"11043058TC30A",2,0,0,0,0,0
"11043128TC10A",21,9,8,0,1,6
"11043131TC10A",38,14,7,0,1,6
"11043294TC30A",12,5,3,0,0,3
"11043300TC20A",9,3,3,0,0,4
"11044019TC20A",41,13,9,0,0,7
"11044025TC30A",0,0,0,0,0,0
"11044183TC10A",9,3,0,0,0,0
"11044187TC10A",17,6,8,0,1,1
"11044190TC10A",34,10,13,0,4,9
"11044201TC10A",3,0,0,0,0,0
"11044326TC10A",6,3,1,0,0,3
"11044366TC20A",4,2,0,0,0,0
"11044490TC10A",8,6,0,0,0,2
"11044713TC20A",2,1,0,0,0,0
"11044728TC30A",19,5,6,0,0,2
"11044729TI40A",8,2,4,0,2,2
"11044861TC10A",2,1,1,0,0,2
"11044867TC10A",3,2,0,0,0,0
"11044917TC30A",7,3,1,0,0,1
"11044971TC10A",40,24,1,0,0,1
"11044992TC10A",29,7,3,0,0,2
"11045116TC20A",2,0,0,0,0,0
"11045133TC10A",57,25,23,0,5,15
"11045255TC10A",5,4,0,0,0,1
"11045267TC10A",35,12,0,0,0,0
"11045573TC30A",0,0,0,0,0,0
"11045581TC10A",11,6,0,0,0,0
"11045782TC30A",1,0,0,0,0,0
"11045785TC40A",3,1,0,0,0,0
"11045818TC10A",41,20,7,0,3,0
"11045837TC10A",0,0,0,0,0,0
"11046027TC10A",19,8,0,0,0,0
"11046036TC10A",3,1,0,0,0,0
"11046061TC40A",0,0,0,0,0,0
"11046118TC10A",15,7,0,0,0,0
"11046179TC10A",4,2,0,0,0,0
"11046184TC10A",0,0,0,0,0,0
"11046201TC10A",2,1,0,0,0,0
"11046231TC10A",28,8,0,0,0,1
"11046308TC40A",5,3,0,0,0,0
"11046593TC10A",9,4,1,0,0,1
"11046887TC10A",25,12,4,0,2,2
"11046981TC20A",24,6,1,0,0,0
"11047004TC10A",9,3,1,0,0,0
"11047024TC20A",11,3,0,0,0,0
"11047036TC20A",13,6,4,0,0,5
"11047037TC20A",4,2,1,0,0,1
"11047096TC10A",3,2,1,0,0,0
"11047182TC10A",2,0,0,0,0,0
"11047371TC30A",10,2,5,0,0,4
"11047417TC10A",6,3,0,0,0,0
"11047430TC10A",8,5,0,0,0,0
"11047437TI40A",10,3,4,0,2,2
"11047482TC30A",3,0,0,0,0,0
"11047484TC30A",5,3,0,0,0,0
"11047486TC10A",4,2,0,0,0,0
"11047522TC10A",26,11,4,0,1,1
"11047549TC10A",13,3,2,0,0,2
"11047561TC10A",0,0,0,0,0,0
"11047589TC10A",19,9,5,0,1,7
"11047596TC10A",9,5,0,0,0,0
"11047597TC10A",7,3,0,0,0,0
"11047601TC10A",0,0,0,0,0,0
"11047717TC40A",15,4,2,0,0,3
"11047829TC10A",16,5,4,0,1,0
"11047839TC20A",3,0,0,0,0,0
"11047840TC20A",0,0,0,0,0,0
"11048066TC10A",14,5,0,0,0,0
"11048136TC20A",3,2,0,0,0,0
"11048187TC10A",30,14,5,0,0,8
"11048286TC20A",1,0,0,0,0,0
"11048433TI30A",0,0,0,0,0,0
"11048499TC10A",0,0,0,0,0,0
"11048524TC10A",47,17,11,0,1,6
"11048550TC10A",5,1,0,0,0,0
"11048664TC10A",7,1,1,0,0,1
"11048706TC20A",31,5,16,0,2,6
"11049127TC10A",3,0,0,0,0,0
"11049147TC10A",5,2,0,0,0,0
"11049202TC40A",4,0,2,0,0,0
"11049257TC20A",3,1,0,0,0,0
"11049281TC10A",11,5,0,0,0,2
"11049282TC10A",53,19,10,0,2,0
"11049324TC20A",6,2,0,0,0,0
"11049428TC10A",31,15,4,0,0,0
"11049558TC10A",4,1,0,0,0,0
"11049562TC10A",16,8,0,0,0,0
"11049592TC30A",27,15,2,0,0,3
"11049695TC20A",0,0,0,0,0,0
"11049857TC10A",9,3,1,0,0,2
"11049859TC10A",3,0,3,0,3,0
"11049962TC10A",27,10,4,0,1,6
"11050059TC10A",7,2,3,0,1,0
"11050287TC10A",3,0,0,0,0,0
"11050306TC10A",2,1,0,0,0,0
"11050430TC10A",23,7,1,0,0,3
"11050509TC10A",0,0,0,0,0,0
"11050563TC10A",1,0,0,0,0,0
"11050581TC10A",5,1,4,0,0,3
"11050582TC10A",8,2,4,0,0,3
"11050588TC10A",15,6,6,0,1,5
"11050601TC10A",4,3,0,0,0,0
"11050636TC10A",16,8,2,0,2,1
"11050725TC10A",0,0,0,0,0,0
"11050788TC10A",14,0,0,0,0,0
"11051038TC10A",9,3,0,0,0,0
"11051094TC10A",16,9,0,0,0,3
"11051129TC20A",26,6,4,0,1,5
"11051130TC20A",20,11,5,0,0,2
"11051142TC20A",8,2,0,0,0,0
"11051152TC30A",6,2,0,0,0,0
"11051257TC40A",20,1,16,0,3,8
"11051426TC20A",7,1,2,0,0,0
"11051579TC40A",10,2,0,0,0,1
"11051592TC10A",8,4,3,0,1,0
"11051618TC10A",28,7,19,0,0,13
"11051628TC10A",9,1,0,0,0,0
"11051678TC10A",3,0,0,0,0,0
"11051726TC10A",9,6,2,0,2,2
"11051763TC10A",37,14,3,0,2,1
"11051815TC30A",4,0,0,0,0,0
"11051827TC10A",15,6,1,0,0,0
"11051834TC30A",3,0,0,0,0,0
"11051843TC30A",4,3,1,0,0,3
"11051869TC10A",19,2,0,0,0,0
"11051870TC10A",1,0,0,0,0,0
"11052013TC40A",6,1,0,0,0,1
"11052145TC40A",12,9,0,0,0,0
"11052219TC10A",39,12,16,0,3,4
"11052226TC10A",29,9,6,0,1,2
"11052243TC10A",6,1,0,0,0,0
"11052259TC10A",14,2,1,0,0,1
"11052578TC10A",33,14,16,0,2,17
"11052674TC10A",13,3,6,0,0,0
"11052730TC10A",5,2,0,0,0,0
"11052966TC40A",37,18,7,0,3,0
"11052993TC20A",7,3,4,0,0,5
"11053031TC10A",18,2,3,0,0,1
"11053173TC40A",29,5,3,0,0,3
"11053178TC40A",30,9,10,0,0,8
"11053196TC10A",4,3,0,0,0,0
"11053320TC20A",0,0,0,0,0,0
"11053334TC10A",6,1,1,0,0,0
"11053361TC10A",8,0,0,0,0,0
"11053487TC20A",11,5,0,0,0,0
"11053513TC10A",0,0,0,0,0,0
"11053541TC10A",9,1,2,0,1,0
"11053616TC10A",16,4,1,0,0,1
"11053641TC10A",26,4,1,0,0,2
"11053644TC10A",8,2,0,0,0,0
"11053703TC10A",19,7,6,0,0,3
"11053705TC10A",13,2,0,0,0,0
"11053713TC10A",11,0,0,0,0,0
"11053870TC10A",2,0,0,0,0,0
"11053992TC10A",0,0,0,0,0,0
"11054075TC10A",13,6,0,0,0,0
"11054111TC30A",12,3,0,0,1,0
"11054119TC10A",12,2,0,0,0,1
"11054126TC10A",27,13,4,0,2,2
"11054321TC20A",0,0,0,0,0,0
"11054374TC20A",0,0,0,0,0,0
"11054436TC10A",7,3,0,0,0,0
"11054441TC10A",53,31,15,0,3,13
"11054609TC10A",6,3,0,0,0,1
"11054610TC10A",3,1,0,0,0,1
"11054724TC10A",38,18,3,0,0,4
"11055080TC10A",14,3,3,0,0,1
"11055124TC40A",0,0,0,0,0,0
"11055260TC10A",55,20,6,0,0,3
"11055357TC30A",1,1,0,0,0,0
"11055503TC10A",18,7,7,0,1,1
"11055566TC10A",9,4,0,0,0,2
"11055593TC10A",6,1,1,0,1,0
"11055643TC10A",3,0,1,0,0,0
"11055644TC10A",21,7,6,0,1,0
"11055650TC10A",7,3,0,0,0,0
"11055968TC20A",1,0,0,0,0,0
"11055970TC20A",0,0,0,0,0,0
"11055981TC20A",16,7,0,0,0,0
"11056005TC10A",3,1,0,0,0,0
"11056008TC20A",4,2,1,0,0,2
"11056046TC10A",17,9,1,0,0,4
"11056081TC10A",2,0,0,0,0,0
"11056210TC10A",5,1,0,0,0,0
"11056374TC10A",7,3,0,0,0,0
"11056400TI30A",13,3,0,0,0,0
"11056554TC10A",34,8,13,0,3,3
"11056693TC10A",13,4,5,0,1,0
"11056972TC10A",5,0,4,0,0,0
"11057006TC10A",1,0,0,0,0,0
"11057007TC10A",4,1,1,0,1,0
"11057018TC10A",19,9,1,0,0,0
"11057059TC10A",18,9,2,0,1,4
"11057419TC20A",24,4,12,0,5,1
"11057501TC10A",0,0,0,0,0,0
"11057685TC40A",0,0,0,0,0,0
"11057701TC20A",27,11,9,0,2,9
"11057971TC30A",5,2,0,0,0,0
"11057991TC30A",2,0,0,0,0,0
"11058000TC30A",10,0,0,0,0,0
"11058001TC30A",12,1,0,0,0,0
"11058006TC30A",5,1,0,0,0,0
"11058110TC40A",0,0,0,0,0,0
"11058144TC10A",20,4,4,0,1,0
"11058166TC10A",32,9,6,0,1,7
"11058267TC10A",6,2,2,0,0,0
"11058318TC10A",22,8,7,0,0,6
"11058454TC10A",9,2,0,0,0,1
"11058461TC10A",48,25,16,0,10,0
"11058470TC10A",16,5,0,0,0,0
"11058638TC10A",47,24,16,0,10,0
"11059027TC10A",0,0,0,0,0,0
"11059051TC10A",7,0,0,0,0,0
"11059084TC30A",8,5,1,0,0,4
"11059088TC10A",6,1,1,0,0,2
"11059121TC30A",3,3,0,0,0,0
"11059130TC30A",0,0,0,0,0,0
"11059194TC10A",14,5,8,0,5,0
"11059544TC10A",5,1,2,0,2,0
"11059591TC10A",14,9,1,0,0,2
"11060491TC10A",33,9,6,0,1,1
"11060519TC30A",19,5,1,0,0,3
"11060524TC10A",33,10,19,0,0,13
"11060525TC10A",5,2,0,0,0,1
"11060615TC30A",12,2,1,0,0,1
"11060978TC10A",65,25,28,0,5,17
"11061091TC20A",0,0,0,0,0,0
"11061099TC10A",35,17,2,0,0,7
"11061328TC10A",31,12,2,0,0,2
"11061704TC10A",6,1,0,0,0,1
"11061715TC10A",20,6,6,0,4,0
"11062004TC40A",5,2,0,0,0,0
"11062041TC40A",43,21,7,0,3,0
"11062327TC30A",3,0,0,0,0,0
"11063274TI40A",2,1,0,0,0,0
"11063316TC20A",41,16,8,0,0,11
"11063691TC20A",2,1,0,0,0,0
"11064204TC20A",0,0,0,0,0,0
"11064383TC20A",50,18,10,0,2,0
"11064607TC20A",4,0,0,0,0,0
"11064710TC20A",0,0,0,0,0,0
"11064758TC30A",8,3,0,0,0,0
"11064764TC20A",38,19,12,0,3,6
"11065490TC20A",2,0,0,0,0,0
"11065505TC20A",6,3,0,0,0,0
"11065626TC30A",10,0,0,0,0,0
"11065637TC30A",11,4,1,0,0,2
"11065735TC20A",13,6,1,0,0,3
"11066219TC20A",0,0,0,0,0,0
"11066589TC30A",11,9,0,0,0,0
"11066590TC30A",1,0,0,0,0,0
"11066883TC20A",4,1,0,0,0,0
"11066891TC20A",18,8,5,0,1,7
"11067674TC40A",14,7,0,0,0,0
"11067733TC20A",3,3,0,0,2,0
"11067917TC30A",0,0,0,0,0,0
"11067922TC30A",27,11,10,0,4,8
"11068131TC20A",3,3,0,0,0,0
"11068226TI20A",2,0,0,0,0,0
"11068486TC20A",39,7,4,0,3,1
"11068492TC20A",4,0,0,0,0,0
"11069130TC20A",49,18,18,0,1,9
"11069201TC40A",3,3,0,0,0,0
"11069369TC20A",5,1,0,0,0,0
"11069968TC30A",10,9,0,0,0,0
"11069981TC30A",2,1,0,0,0,0
"11070040TC40A",0,0,0,0,0,0
"11070116TC40A",9,2,0,0,0,0
"11070647NI20A",17,9,1,0,0,1
"11070707TC20A",23,14,3,0,1,1
"11070726TC40A",14,2,1,0,0,0
"11071219TC30A",13,5,0,0,0,0
"11071574TC20A",0,0,0,0,0,0
"11071683TC20A",4,0,0,0,0,0
"11071690TC20A",7,2,5,0,2,3
"11071798TC30A",7,3,0,0,0,0
"11071809TC30A",2,1,0,0,0,0
"11072124TC20A",16,0,4,0,0,1
"11072367TC40A",7,1,0,0,0,0
"11072414TC30A",0,0,0,0,0,0
"11072416TC40A",4,0,0,0,0,0
"11072436TC30A",12,4,3,0,1,0
"11073067TC30A",4,3,0,0,0,0
"11073214TC20A",18,5,0,0,0,1
"11073999NI40A",0,0,0,0,0,0
"11074348TC20A",10,0,0,0,0,0
"11075080TC20A",20,7,0,0,0,3
"11075196TC40A",53,17,16,0,2,13
"11075200NI40A",2,0,0,0,0,0
"11076213TC40A",0,0,0,0,0,0
"11076957TC20A",6,4,0,0,0,0
"11076968TC20A",11,3,3,0,2,1
"11077103TC20A",1,0,0,0,0,0
"11077156TC40A",7,4,1,0,1,0
"11077162TC20A",4,2,0,0,0,0
"11078240TC20A",3,1,0,0,0,0
"11078342TC20A",16,5,0,0,0,1
"11078684TC30A",8,5,0,0,0,0
"11078812TC30A",19,8,0,0,0,0
"11078847NI40A",13,8,1,0,0,2
"11079247TC20A",2,0,0,0,0,0
"11079666TC20A",0,0,0,0,0,0
"11079857TC30A",6,1,0,0,0,0
"11080052TC20A",6,4,1,0,0,2
"11080352TC40A",3,0,0,0,0,0
"11080870TC40A",16,5,3,0,0,4
"11081471TC30A",12,3,0,0,0,1
"11082084TC30A",9,4,0,0,0,0
"11082852NI40A",36,15,8,0,0,5
"11082888NI40A",6,2,0,0,0,0
"11082999TC20A",24,8,6,0,0,1
"11083431TC20A",4,0,0,0,0,0
"11083457TC20A",27,12,0,0,0,1
"11084148TC20A",35,19,8,0,3,7
"11084263TC30A",20,4,6,0,0,4
"11084550TC20A",14,5,8,0,1,10
"11084857TC30A",17,6,0,0,1,4
"11085009TC20A",35,8,10,0,5,0
"11085424TC20A",5,3,0,0,0,0
"11085717TC30A",4,1,0,0,0,0
"11085889TC20A",6,4,2,0,0,0
"11085993NI40A",2,0,0,0,0,0
"11086743TC30A",1,0,0,0,0,0
"11087159TC20A",14,9,1,0,0,2
"11087168TC20A",7,1,0,0,0,0
"11089311TC30A",13,6,0,0,0,0
"11090530TC30A",17,3,7,0,1,1
"11092401TC30A",21,2,2,0,0,2
"11094436TC30A",4,0,1,0,0,0
"11094731TC30A",12,7,0,0,0,0
"11094744TC30A",19,4,7,0,1,1
"11095921TC30A",11,1,3,0,0,1
"11099538TC30A",14,5,0,0,0,0
"11099941TC30A",2,1,0,0,0,0
"11100846TC30A",15,4,0,0,0,0
"11103297TC30A",12,4,0,0,0,0
"11106362TC30A",7,3,0,0,0,0
"11107274TC30A",2,0,0,0,0,0
"11110335TC30A",20,3,14,0,6,2
"11111575TC30A",0,0,0,0,0,0
"11116653TC30A",4,0,0,0,0,0
"11118383TC30A",0,0,0,0,0,0
"11119473TC30A",9,0,0,0,0,0
"11119488TC30A",4,1,1,0,0,1
"11121577TC30A",17,5,7,0,0,6
"11121580TC30A",2,0,0,0,0,0
"11123310TC30A",1,1,0,0,0,0
"11124516TC30A",1,1,0,0,0,0
"11125770TC30A",0,0,0,0,0,0
"11126344TI30A",4,0,0,0,0,0
"11127170TC30A",10,2,0,0,0,0
"11131118TC30A",11,5,1,0,0,0
"11132299TC30A",1,0,0,0,0,0
"11134124TC30A",2,1,0,0,0,0
"11135534TC30A",7,1,1,0,0,0
"11136067TC30A",37,9,13,0,3,3
"11137382TC30A",12,6,1,0,0,0
"12000002MM10A",6,3,0,0,0,0
"12000003MM10A",37,8,1,0,0,0
"12000006MM10A",8,3,2,0,0,0
"12000007MM30A",5,1,0,0,0,0
"12000012TC10A",30,6,9,0,1,3
"12000018TC10A",4,1,2,0,1,0
"12000023CF10A",1,1,0,0,0,0
"12000030MM40A",10,3,0,0,0,0
"12000034MM20A",0,0,0,0,0,0
"12000037CF10A",6,2,1,0,1,0
"12000045MM10A",6,5,1,0,0,0
"12000045MM40A",5,0,1,0,0,0
"12000048CF10A",3,1,2,0,1,1
"12000055CF10A",20,8,8,0,0,0
"12000076CF10A",5,2,2,0,1,0
"12000079MM20A",3,3,0,0,0,0
"12000088MM10A",8,0,7,0,3,0
"12000096CF10A",0,0,0,0,0,0
"12000106MM10A",0,0,0,0,0,0
"12000111MM10A",27,13,4,0,1,2
"12000113CF10A",14,7,3,0,1,1
"12000113MO40A",103,91,5,0,0,2
"12000123MM10A",14,5,6,0,3,2
"12000127MM20A",4,0,4,0,0,0
"12000136MM20A",12,8,2,0,0,0
"12000143CF10A",5,4,1,0,0,1
"12000143MM20A",36,6,4,0,2,4
"12000146CF10A",36,15,13,0,0,6
"12000167MM10A",5,3,1,0,1,0
"12000168CF10A",42,11,18,0,4,6
"12000171CF10A",22,9,9,0,4,5
"12000175MO40A",21,6,15,0,6,0
"12000182MM20A",0,0,0,0,0,0
"12000187CF10A",8,1,1,0,0,2
"12000189CF10A",8,7,1,0,0,1
"12000189TC30A",0,0,0,0,0,0
"12000192CF10A",11,6,4,0,2,1
"12000195MO40A",61,55,3,0,0,3
"12000201MO10A",5,1,4,0,2,0
"12000204MO20A",7,1,1,0,1,0
"12000212CF10A",0,0,0,0,0,0
"12000217MO10A",40,16,21,0,2,11
"12000224CF10A",23,4,14,0,1,6
"12000229MM10A",12,3,6,0,1,1
"12000230CF10A",8,2,5,0,2,0
"12000230MM10A",15,6,7,0,2,1
"12000240CF10A",4,1,2,0,0,2
"12000242CF10A",0,0,0,0,0,0
"12000251TC40A",9,1,0,0,0,0
"12000252MM10A",4,2,1,0,0,0
"12000260MM10A",42,21,21,0,1,11
"12000280CF10A",25,5,17,0,5,0
"12000281MM30A",14,8,5,0,3,0
"12000284TC10A",36,12,18,0,4,6
"12000292CF10A",4,0,0,0,0,0
"12000299CF10A",35,13,7,0,0,4
"12000302MO10A",18,10,5,0,1,2
"12000304CF10A",0,0,0,0,0,0
"12000309MM40A",7,3,0,0,0,3
"12000318CF10A",14,5,5,0,1,0
"12000322MM30A",35,18,5,0,1,3
"12000325CF10A",7,2,0,0,0,2
"12000332CF10A",38,17,11,0,7,0
"12000341CF10A",10,4,4,0,0,2
"12000341MM40A",5,0,0,0,0,0
"12000344MM40A",21,8,2,0,1,4
"12000353MM30A",16,3,0,0,0,0
"12000354MM30A",0,0,0,0,0,0
"12000362CF10A",16,5,1,0,0,0
"12000374CF10A",46,16,12,0,6,0
"12000376CF10A",8,0,0,0,0,0
"12000386MM30A",0,0,0,0,0,0
"12000407MM10A",32,14,12,0,0,20
"12000423MO40A",8,5,2,0,0,0
"12000442MM10A",35,11,11,0,0,7
"12000455CF10A",11,8,3,0,0,0
"12000480CF10A",3,3,0,0,0,0
"12000487MO30A",0,0,0,0,0,0
"12000499TC10A",10,7,0,0,0,0
"12000501CF10A",24,9,9,0,0,2
"12000507CF10A",29,7,17,0,1,15
"12000509CF10A",0,0,0,0,0,0
"12000511MM20A",2,0,0,0,0,0
"12000523MM20A",9,1,3,0,1,0
"12000526CF10A",1,1,0,0,0,0
"12000527MM30A",5,0,0,0,0,0
"12000528CF10A",41,16,16,1,0,14
"12000534CF10A",8,2,5,0,2,0
"12000553CF10A",17,9,0,0,0,0
"12000559MM10A",5,1,3,0,3,0
"12000560MM20A",6,4,0,0,0,0
"12000561MM10A",35,11,17,0,0,11
"12000567CF10A",9,4,0,0,0,0
"12000569MM10A",67,26,28,0,5,17
"12000574MM30A",22,8,8,0,7,2
"12000578MM10A",7,2,2,0,0,0
"12000591CF10A",9,1,6,0,0,6
"12000598CF10A",21,4,14,0,6,2
"12000599MM10A",26,11,6,0,2,8
"12000619MM10A",0,0,0,0,0,0
"12000619MM40A",2,0,0,0,0,0
"12000629MO10A",104,92,5,0,0,2
"12000631CF10A",7,3,2,0,1,1
"12000637CF10A",0,0,0,0,0,0
"12000644MO10A",46,32,11,0,2,12
"12000645MO10A",45,31,11,0,2,12
"12000646MO10A",47,33,11,0,2,12
"12000653CF10A",19,7,7,0,2,0
"12000663CF10A",45,15,7,0,1,2
"12000664CF10A",8,4,2,0,1,1
"12000665CF10A",0,0,0,0,0,0
"12000670CF10A",39,10,13,0,3,3
"12000672MO10A",27,10,11,0,3,5
"12000674MM20A",13,0,1,0,0,1
"12000705TC30A",0,0,0,0,0,0
"12000706MO10A",8,6,1,0,0,2
"12000706TC10A",16,1,7,0,2,3
"12000714MM40A",4,3,0,0,0,3
"12000717CF10A",10,7,0,0,0,2
"12000717TC40A",5,0,4,0,0,0
"12000720MO20A",0,0,0,0,0,0
"12000724CF10A",0,0,0,0,0,0
"12000736CF10A",41,4,18,0,2,13
"12000737MM10A",15,8,3,0,0,5
"12000741CF10A",4,0,2,0,0,0
"12000741MM10A",48,34,11,0,2,12
"12000743CF10A",0,0,0,0,0,0
"12000744MM20A",18,13,0,1,0,3
"12000749CF10A",16,7,6,0,3,1
"12000749MM10A",9,2,5,0,1,2
"12000750MM20A",1,0,0,0,0,0
"12000762CF10A",2,0,1,0,0,1
"12000772MM10A",6,1,4,0,2,0
"12000776CF10A",39,24,9,0,0,20
"12000785MO10A",1,0,0,0,0,0
"12000789MM40A",0,0,0,0,0,0
"12000792CF10A",32,19,6,0,1,4
"12000803CF10A",6,2,0,0,0,1
"12000803MO10A",5,1,1,0,0,0
"12000805MO10A",11,8,0,0,0,1
"12000815MM30A",22,10,2,0,0,3
"12000821CF10A",0,0,0,0,0,0
"12000821MM20A",10,5,5,0,0,6
"12000822CF10A",1,0,1,0,0,0
"12000837MM20A",1,1,0,0,0,0
"12000839MM10A",33,11,22,0,1,4
"12000848MM10A",16,12,4,0,1,0
"12000856CF10A",13,3,7,0,2,0
"12000859MO40A",24,12,12,0,0,12
"12000869CF10A",35,21,3,0,0,3
"12000870CF10A",1,1,0,0,0,0
"12000872MO40A",9,3,0,0,0,0
"12000876CF10A",35,7,15,0,8,3
"12000890CF10A",0,0,0,0,0,0
"12000900MM20A",7,0,3,0,0,0
"12000907MO40A",50,36,11,0,2,12
"12000910TC10A",23,6,0,0,0,1
"12000919MM10A",16,9,1,0,0,0
"12000923CF10A",16,6,7,0,1,1
"12000931MM10A",62,56,3,0,0,3
"12000932MM10A",14,10,4,0,0,0
"12000947MM10A",0,0,0,0,0,0
"12000951MM10A",12,2,2,0,0,3
"12000952MM10A",6,4,1,0,0,5
"12000952MM20A",5,0,0,0,0,0
"12000953MM10A",11,4,5,0,0,3
"12000961CF10A",19,13,2,0,0,0
"12000962MM10A",56,19,16,0,2,13
"12000993MM10A",0,0,0,0,0,0
"12001003MM30A",11,8,0,0,0,2
"12001008MO40A",14,6,5,0,0,0
"12001009MM30A",2,1,0,0,0,0
"12001010CF10A",33,11,11,0,0,12
"12001011MM20A",12,6,3,0,0,5
"12001021CF10A",0,0,0,0,0,0
"12001023MM10A",7,5,2,0,0,3
"12001024TC10A",9,7,0,0,0,2
"12001025TC10A",35,19,7,0,2,4
"12001027MM10A",42,11,10,0,2,8
"12001031MM10A",23,19,1,0,0,6
"12001034MM10A",15,2,0,0,0,1
"12001036MM10A",2,0,0,0,0,0
"12001049MO20A",13,4,2,0,1,0
"12001053CF10A",6,1,5,0,3,0
"12001056CF10A",3,0,3,0,2,0
"12001066MM10A",1,0,0,0,0,0
"12001072CF10A",3,0,0,0,0,0
"12001097MO40A",7,3,2,0,0,4
"12001098MM20A",0,0,0,0,0,0
"12001101MM10A",4,1,0,0,0,0
"12001108MM30A",5,2,1,0,0,0
"12001109MM30A",17,8,6,0,0,2
"12001132MM10A",7,4,1,0,0,3
"12001134CF10A",3,3,0,0,0,1
"12001134MM10A",8,7,1,0,0,2
"12001137MM20A",13,10,0,0,0,5
"12001145CF10A",4,4,0,0,0,2
"12001154CF10A",5,2,1,0,0,0
"12001168MM30A",11,6,5,0,0,6
"12001170MM30A",0,0,0,0,0,0
"12001176CF10A",15,2,10,0,1,4
"12001176MM10A",1,0,0,0,0,0
"12001177MM10A",22,19,2,0,0,3
"12001181MM10A",23,12,7,0,1,7
"12001197CF10A",14,6,0,0,0,0
"12001200CF10A",1,0,1,0,0,1
"12001202MM30A",2,0,0,0,0,0
"12001212MM30A",7,2,0,0,0,0
"12001218MM10A",18,4,8,0,1,2
"12001219MM10A",7,1,0,0,0,0
"12001222MM30A",5,2,2,0,2,0
"12001226MM30A",7,3,0,0,0,0
"12001227MM10A",2,2,0,0,0,0
"12001229MM10A",49,35,11,0,2,12
"12001231MM10A",17,11,2,0,1,0
"12001238MM20A",3,0,0,0,0,0
"12001244MM10A",0,0,0,0,0,0
"12001247MO30A",12,5,2,0,1,3
"12001251MO30A",16,3,9,0,0,4
"12001254MM10A",0,0,0,0,0,0
"12001255TC10A",12,3,1,0,1,0
"12001259MM40A",0,0,0,0,0,0
"12001262CF10A",13,6,5,0,0,3
"12001265CF10A",8,5,3,0,1,3
"12001271MM20A",20,8,8,0,2,2
"12001272CF10A",0,0,0,0,0,0
"12001274MM10A",7,3,2,0,0,1
"12001280CF10A",0,0,0,0,0,0
"12001280MM40A",5,1,0,0,0,0
"12001287MM10A",3,3,0,0,0,0
"12001290CF10A",2,0,2,0,1,0
"12001294MM10A",9,5,1,0,0,2
"12001297CF10A",5,1,2,0,0,0
"12001298MM10A",9,1,8,0,2,0
"12001306CF10A",39,20,12,0,3,6
"12001307MO20A",3,1,0,0,0,0
"12001312CF10A",12,2,3,0,0,0
"12001315MM10A",3,1,1,0,0,0
"12001316CF10A",25,9,2,0,0,0
"12001318MO10A",7,4,1,0,0,2
"12001324MM10A",6,1,3,0,0,0
"12001325MM10A",0,0,0,0,0,0
"12001326MM10A",2,2,0,0,0,1
"12001332MM10A",8,6,1,0,1,0
"12001336MO10A",48,24,9,0,2,6
"12001338MO10A",0,0,0,0,0,0
"12001347CF10A",22,14,4,0,0,0
"12001350MM20A",1,1,0,0,0,1
"12001359TC10A",0,0,0,0,0,0
"12001361CF10A",18,13,5,0,2,3
